date,pincode,state,total_activity,anomaly_score
2025-04-01,734014,West Bengal,132,-1
2025-04-01,734429,West Bengal,112,-1
2025-04-01,735132,West Bengal,99,-1
2025-04-01,735135,West Bengal,193,-1
2025-04-01,735204,West Bengal,70,-1
2025-04-01,736135,West Bengal,390,-1
2025-04-01,736145,West Bengal,95,-1
2025-04-01,737121,Sikkim,127,-1
2025-04-01,741502,West Bengal,248,-1
2025-04-01,764076,Odisha,276,-1
2025-04-01,781001,Assam,80,-1
2025-04-01,781009,Assam,72,-1
2025-04-01,781011,Assam,67,-1
2025-04-01,781012,Assam,80,-1
2025-04-01,781020,Assam,84,-1
2025-04-01,781025,Assam,125,-1
2025-04-01,781034,Assam,67,-1
2025-04-01,781102,Assam,194,-1
2025-04-01,781123,Assam,87,-1
2025-04-01,781131,Meghalaya,191,-1
2025-04-01,781136,Assam,474,-1
2025-04-01,781313,Assam,124,-1
2025-04-01,781315,Assam,164,-1
2025-04-01,781325,Assam,91,-1
2025-04-01,781334,Assam,76,-1
2025-04-01,781344,Assam,76,-1
2025-04-01,781354,Assam,195,-1
2025-04-01,781360,Assam,349,-1
2025-04-01,781366,Assam,112,-1
2025-04-01,781367,Assam,246,-1
2025-04-01,781368,Assam,147,-1
2025-04-01,781372,Assam,96,-1
2025-04-01,781380,Assam,117,-1
2025-04-01,782105,Assam,205,-1
2025-04-01,782120,Assam,208,-1
2025-04-01,782121,Assam,174,-1
2025-04-01,782124,Assam,468,-1
2025-04-01,782127,Assam,209,-1
2025-04-01,782136,Assam,100,-1
2025-04-01,782402,Assam,81,-1
2025-04-01,782403,Assam,71,-1
2025-04-01,782410,Assam,126,-1
2025-04-01,782411,Assam,379,-1
2025-04-01,782435,Assam,294,-1
2025-04-01,782439,Assam,115,-1
2025-04-01,782441,Assam,321,-1
2025-04-01,782442,Assam,165,-1
2025-04-01,782446,Assam,428,-1
2025-04-01,782447,Assam,114,-1
2025-04-01,782448,Assam,208,-1
2025-04-01,782450,Assam,142,-1
2025-04-01,782460,Assam,190,-1
2025-04-01,782461,Assam,135,-1
2025-04-01,782470,Assam,178,-1
2025-04-01,782480,Assam,598,-1
2025-04-01,782482,Assam,177,-1
2025-04-01,782485,Assam,146,-1
2025-04-01,782486,Assam,284,-1
2025-04-01,783101,Assam,297,-1
2025-04-01,783120,Assam,115,-1
2025-04-01,783129,Assam,481,-1
2025-04-01,783131,Assam,151,-1
2025-04-01,783132,Assam,184,-1
2025-04-01,783134,Meghalaya,229,-1
2025-04-01,783135,Assam,157,-1
2025-04-01,783330,Assam,370,-1
2025-04-01,783334,Assam,325,-1
2025-04-01,783337,Assam,112,-1
2025-04-01,783348,Assam,766,-1
2025-04-01,783349,Assam,246,-1
2025-04-01,783350,Assam,144,-1
2025-04-01,783370,Assam,420,-1
2025-04-01,783373,Assam,96,-1
2025-04-01,783375,Assam,234,-1
2025-04-01,783380,Assam,130,-1
2025-04-01,783384,Assam,203,-1
2025-04-01,783393,Assam,153,-1
2025-04-01,783394,Assam,84,-1
2025-04-01,784110,Assam,227,-1
2025-04-01,784111,Assam,90,-1
2025-04-01,784114,Assam,112,-1
2025-04-01,784115,Assam,297,-1
2025-04-01,784116,Assam,250,-1
2025-04-01,784125,Assam,237,-1
2025-04-01,784146,Assam,173,-1
2025-04-01,784160,Assam,137,-1
2025-04-01,784174,Assam,87,-1
2025-04-01,784176,Assam,163,-1
2025-04-01,784190,Assam,193,-1
2025-04-01,784507,Assam,287,-1
2025-04-01,784509,Assam,285,-1
2025-04-01,784510,Assam,72,-1
2025-04-01,784514,Assam,232,-1
2025-04-01,784523,Assam,78,-1
2025-04-01,784525,Assam,122,-1
2025-04-01,785001,Assam,102,-1
2025-04-01,785112,Assam,80,-1
2025-04-01,785601,Assam,334,-1
2025-04-01,785603,Assam,158,-1
2025-04-01,785611,Assam,122,-1
2025-04-01,785612,Assam,148,-1
2025-04-01,785613,Assam,90,-1
2025-04-01,785630,Assam,76,-1
2025-04-01,785634,Assam,102,-1
2025-04-01,785635,Assam,117,-1
2025-04-01,785640,Assam,152,-1
2025-04-01,785675,Assam,76,-1
2025-04-01,785685,Assam,244,-1
2025-04-01,785686,Assam,102,-1
2025-04-01,785689,Assam,90,-1
2025-04-01,785690,Assam,104,-1
2025-04-01,785692,Assam,111,-1
2025-04-01,785697,Assam,81,-1
2025-04-01,785702,Assam,195,-1
2025-04-01,785705,Assam,166,-1
2025-04-01,786001,Assam,109,-1
2025-04-01,786125,Assam,195,-1
2025-04-01,786171,Assam,171,-1
2025-04-01,786174,Assam,104,-1
2025-04-01,786181,Assam,108,-1
2025-04-01,786182,Assam,151,-1
2025-04-01,786183,Assam,67,-1
2025-04-01,786190,Assam,83,-1
2025-04-01,786602,Assam,83,-1
2025-04-01,787031,Assam,288,-1
2025-04-01,787032,Assam,88,-1
2025-04-01,787055,Assam,201,-1
2025-04-01,787057,Assam,156,-1
2025-04-01,787060,Assam,251,-1
2025-04-01,788002,Assam,119,-1
2025-04-01,788003,Assam,95,-1
2025-04-01,788005,Assam,126,-1
2025-04-01,788007,Assam,65,-1
2025-04-01,788009,Assam,88,-1
2025-04-01,788030,Assam,202,-1
2025-04-01,788099,Assam,129,-1
2025-04-01,788101,Assam,137,-1
2025-04-01,788114,Assam,139,-1
2025-04-01,788116,Assam,146,-1
2025-04-01,788117,Assam,87,-1
2025-04-01,788119,Assam,141,-1
2025-04-01,788120,Assam,176,-1
2025-04-01,788152,Assam,75,-1
2025-04-01,788155,Assam,131,-1
2025-04-01,788163,Assam,193,-1
2025-04-01,788720,Assam,135,-1
2025-04-01,788722,Assam,164,-1
2025-04-01,788723,Assam,247,-1
2025-04-01,788724,Assam,297,-1
2025-04-01,788737,Assam,182,-1
2025-04-01,788819,Assam,115,-1
2025-04-01,788830,Assam,103,-1
2025-04-01,788831,Assam,77,-1
2025-04-01,788931,Assam,113,-1
2025-04-01,793001,Meghalaya,292,-1
2025-04-01,793002,Meghalaya,321,-1
2025-04-01,793003,Meghalaya,82,-1
2025-04-01,793004,Meghalaya,143,-1
2025-04-01,793005,Meghalaya,341,-1
2025-04-01,793006,Meghalaya,226,-1
2025-04-01,793008,Meghalaya,296,-1
2025-04-01,793009,Meghalaya,548,-1
2025-04-01,793010,Meghalaya,116,-1
2025-04-01,793012,Meghalaya,293,-1
2025-04-01,793014,Meghalaya,86,-1
2025-04-01,793015,Meghalaya,1138,-1
2025-04-01,793016,Meghalaya,90,-1
2025-04-01,793019,Meghalaya,142,-1
2025-04-01,793021,Meghalaya,201,-1
2025-04-01,793101,Meghalaya,145,-1
2025-04-01,793102,Meghalaya,761,-1
2025-04-01,793103,Meghalaya,530,-1
2025-04-01,793105,Meghalaya,706,-1
2025-04-01,793106,Meghalaya,206,-1
2025-04-01,793108,Meghalaya,301,-1
2025-04-01,793109,Meghalaya,282,-1
2025-04-01,793110,Meghalaya,881,-1
2025-04-01,793111,Meghalaya,241,-1
2025-04-01,793112,Meghalaya,130,-1
2025-04-01,793113,Meghalaya,367,-1
2025-04-01,793114,Meghalaya,589,-1
2025-04-01,793119,Meghalaya,3220,-1
2025-04-01,793120,Meghalaya,1668,-1
2025-04-01,793121,Meghalaya,1563,-1
2025-04-01,793150,Meghalaya,1549,-1
2025-04-01,793151,Meghalaya,928,-1
2025-04-01,793160,Meghalaya,575,-1
2025-04-01,793161,Meghalaya,158,-1
2025-04-01,793200,Meghalaya,907,-1
2025-04-01,794001,Meghalaya,216,-1
2025-04-01,794002,Meghalaya,1323,-1
2025-04-01,794005,Meghalaya,690,-1
2025-04-01,794101,Meghalaya,181,-1
2025-04-01,794102,Meghalaya,428,-1
2025-04-01,794103,Meghalaya,955,-1
2025-04-01,794104,Meghalaya,929,-1
2025-04-01,794105,Meghalaya,1148,-1
2025-04-01,794106,Meghalaya,191,-1
2025-04-01,794107,Meghalaya,110,-1
2025-04-01,794108,Meghalaya,313,-1
2025-04-01,794109,Meghalaya,344,-1
2025-04-01,794110,Meghalaya,944,-1
2025-04-01,794111,Meghalaya,1146,-1
2025-04-01,794112,Meghalaya,125,-1
2025-04-01,794114,Meghalaya,208,-1
2025-04-01,794115,Meghalaya,819,-1
2025-04-01,795128,Manipur,632,-1
2025-04-01,796321,Mizoram,368,-1
2025-04-01,797001,Nagaland,385,-1
2025-04-01,797003,Nagaland,118,-1
2025-04-01,797005,Nagaland,143,-1
2025-04-01,797103,Nagaland,86,-1
2025-04-01,797107,Nagaland,241,-1
2025-04-01,797108,Nagaland,206,-1
2025-04-01,797110,Nagaland,544,-1
2025-04-01,797112,Nagaland,783,-1
2025-04-01,798612,Nagaland,503,-1
2025-04-01,798625,Nagaland,369,-1
2025-04-01,798626,Nagaland,128,-1
2025-04-01,799035,Tripura,111,-1
2025-04-01,799045,Tripura,125,-1
2025-04-01,800001,Bihar,414,-1
2025-04-01,800002,Bihar,257,-1
2025-04-01,800004,Bihar,126,-1
2025-04-01,800006,Bihar,215,-1
2025-04-01,800007,Bihar,232,-1
2025-04-01,800008,Bihar,283,-1
2025-04-01,800014,Bihar,136,-1
2025-04-01,800020,Bihar,237,-1
2025-04-01,800023,Bihar,78,-1
2025-04-01,801110,Bihar,269,-1
2025-04-01,801503,Bihar,382,-1
2025-04-01,801505,Bihar,282,-1
2025-04-01,803201,Bihar,425,-1
2025-04-01,804408,Bihar,164,-1
2025-04-01,804417,Bihar,141,-1
2025-04-01,804418,Bihar,113,-1
2025-04-01,811213,Bihar,491,-1
2025-04-01,811303,Bihar,810,-1
2025-04-01,811314,Bihar,882,-1
2025-04-01,812005,Bihar,641,-1
2025-04-01,814119,Jharkhand,89,-1
2025-04-01,814153,Jharkhand,136,-1
2025-04-01,815353,Jharkhand,723,-1
2025-04-01,816107,Jharkhand,962,-1
2025-04-01,821106,Bihar,357,-1
2025-04-01,823001,Bihar,566,-1
2025-04-01,824231,Bihar,301,-1
2025-04-01,824232,Bihar,602,-1
2025-04-01,824233,Bihar,393,-1
2025-04-01,825301,Jharkhand,248,-1
2025-04-01,832104,Jharkhand,120,-1
2025-04-01,834001,Jharkhand,382,-1
2025-04-01,834002,Jharkhand,240,-1
2025-04-01,835205,Jharkhand,93,-1
2025-04-01,835214,Jharkhand,205,-1
2025-04-01,835222,Jharkhand,200,-1
2025-04-01,835302,Jharkhand,308,-1
2025-04-01,841311,Bihar,327,-1
2025-04-01,842001,Bihar,276,-1
2025-04-01,842002,Bihar,465,-1
2025-04-01,843103,Bihar,582,-1
2025-04-01,843128,Bihar,421,-1
2025-04-01,843302,Bihar,1013,-1
2025-04-01,843313,Bihar,187,-1
2025-04-01,843315,Bihar,245,-1
2025-04-01,843317,Bihar,656,-1
2025-04-01,843324,Bihar,1167,-1
2025-04-01,843330,Bihar,465,-1
2025-04-01,843331,Bihar,587,-1
2025-04-01,843332,Bihar,244,-1
2025-04-01,844127,Bihar,345,-1
2025-04-01,844504,Bihar,497,-1
2025-04-01,845101,Bihar,713,-1
2025-04-01,845103,Bihar,326,-1
2025-04-01,845301,Bihar,371,-1
2025-04-01,845302,Bihar,600,-1
2025-04-01,845303,Bihar,619,-1
2025-04-01,845304,Bihar,476,-1
2025-04-01,845305,Bihar,202,-1
2025-04-01,845306,Bihar,324,-1
2025-04-01,845307,Bihar,806,-1
2025-04-01,845315,Bihar,246,-1
2025-04-01,845401,Bihar,769,-1
2025-04-01,845415,Bihar,353,-1
2025-04-01,845433,Bihar,416,-1
2025-04-01,845438,Bihar,1393,-1
2025-04-01,845449,Bihar,855,-1
2025-04-01,845452,Bihar,884,-1
2025-04-01,845453,Bihar,591,-1
2025-04-01,845455,Bihar,817,-1
2025-04-01,847108,Bihar,419,-1
2025-04-01,847232,Bihar,271,-1
2025-04-01,847421,Bihar,243,-1
2025-04-01,853204,Bihar,597,-1
2025-04-01,854304,Bihar,814,-1
2025-05-01,110003,Delhi,85,-1
2025-05-01,110017,Delhi,189,-1
2025-05-01,110018,Delhi,469,-1
2025-05-01,110032,Delhi,133,-1
2025-05-01,110034,Delhi,321,-1
2025-05-01,110040,Delhi,323,-1
2025-05-01,110045,Delhi,451,-1
2025-05-01,110051,Delhi,271,-1
2025-05-01,110055,Delhi,248,-1
2025-05-01,110059,Delhi,1607,-1
2025-05-01,110061,Delhi,77,-1
2025-05-01,110065,Delhi,144,-1
2025-05-01,110077,Delhi,156,-1
2025-05-01,110092,Delhi,734,-1
2025-05-01,110095,Delhi,373,-1
2025-05-01,121001,Haryana,1120,-1
2025-05-01,121004,Haryana,2282,-1
2025-05-01,122001,Haryana,1336,-1
2025-05-01,122508,Haryana,2654,-1
2025-05-01,141003,Punjab,306,-1
2025-05-01,141007,Punjab,405,-1
2025-05-01,141008,Punjab,489,-1
2025-05-01,141015,Punjab,183,-1
2025-05-01,143001,Punjab,974,-1
2025-05-01,143521,Punjab,147,-1
2025-05-01,144401,Punjab,168,-1
2025-05-01,144601,Punjab,228,-1
2025-05-01,146001,Punjab,263,-1
2025-05-01,147001,Punjab,604,-1
2025-05-01,201001,Uttar Pradesh,1187,-1
2025-05-01,201002,Uttar Pradesh,338,-1
2025-05-01,201012,Uttar Pradesh,141,-1
2025-05-01,201301,Uttar Pradesh,1255,-1
2025-05-01,201306,Uttar Pradesh,579,-1
2025-05-01,202001,Uttar Pradesh,1952,-1
2025-05-01,202122,Uttar Pradesh,232,-1
2025-05-01,202123,Uttar Pradesh,223,-1
2025-05-01,202126,Uttar Pradesh,147,-1
2025-05-01,202132,Uttar Pradesh,165,-1
2025-05-01,202136,Uttar Pradesh,107,-1
2025-05-01,204101,Uttar Pradesh,808,-1
2025-05-01,207001,Uttar Pradesh,1129,-1
2025-05-01,207302,Uttar Pradesh,468,-1
2025-05-01,208001,Uttar Pradesh,979,-1
2025-05-01,208010,Uttar Pradesh,253,-1
2025-05-01,208027,Uttar Pradesh,301,-1
2025-05-01,209210,Uttar Pradesh,213,-1
2025-05-01,209801,Uttar Pradesh,1286,-1
2025-05-01,209861,Uttar Pradesh,342,-1
2025-05-01,210001,Uttar Pradesh,622,-1
2025-05-01,210121,Uttar Pradesh,428,-1
2025-05-01,210125,Uttar Pradesh,333,-1
2025-05-01,210126,Uttar Pradesh,221,-1
2025-05-01,211003,Uttar Pradesh,87,-1
2025-05-01,212601,Uttar Pradesh,509,-1
2025-05-01,221001,Uttar Pradesh,1062,-1
2025-05-01,221107,Uttar Pradesh,384,-1
2025-05-01,226003,Uttar Pradesh,845,-1
2025-05-01,226005,Uttar Pradesh,182,-1
2025-05-01,226008,Uttar Pradesh,189,-1
2025-05-01,228001,Uttar Pradesh,424,-1
2025-05-01,232103,Uttar Pradesh,419,-1
2025-05-01,242001,Uttar Pradesh,1293,-1
2025-05-01,242127,Uttar Pradesh,430,-1
2025-05-01,242221,Uttar Pradesh,589,-1
2025-05-01,243001,Uttar Pradesh,918,-1
2025-05-01,243201,Uttar Pradesh,1011,-1
2025-05-01,243638,Uttar Pradesh,461,-1
2025-05-01,244001,Uttar Pradesh,2545,-1
2025-05-01,244901,Uttar Pradesh,1483,-1
2025-05-01,244921,Uttar Pradesh,548,-1
2025-05-01,245101,Uttar Pradesh,1142,-1
2025-05-01,246701,Uttar Pradesh,716,-1
2025-05-01,246725,Uttar Pradesh,527,-1
2025-05-01,246763,Uttar Pradesh,579,-1
2025-05-01,248001,Uttarakhand,624,-1
2025-05-01,250001,Uttar Pradesh,921,-1
2025-05-01,250002,Uttar Pradesh,1926,-1
2025-05-01,261201,Uttar Pradesh,822,-1
2025-05-01,261205,Uttar Pradesh,551,-1
2025-05-01,261505,Uttar Pradesh,555,-1
2025-05-01,262001,Uttar Pradesh,1101,-1
2025-05-01,262122,Uttar Pradesh,927,-1
2025-05-01,262804,Uttar Pradesh,659,-1
2025-05-01,262902,Uttar Pradesh,338,-1
2025-05-01,271801,Uttar Pradesh,475,-1
2025-05-01,271830,Uttar Pradesh,381,-1
2025-05-01,271831,Uttar Pradesh,504,-1
2025-05-01,271845,Uttar Pradesh,248,-1
2025-05-01,271851,Uttar Pradesh,233,-1
2025-05-01,271855,Uttar Pradesh,857,-1
2025-05-01,271865,Uttar Pradesh,837,-1
2025-05-01,271881,Uttar Pradesh,384,-1
2025-05-01,271902,Uttar Pradesh,402,-1
2025-05-01,272153,Uttar Pradesh,758,-1
2025-05-01,272192,Uttar Pradesh,425,-1
2025-05-01,272201,Uttar Pradesh,153,-1
2025-05-01,272206,Uttar Pradesh,387,-1
2025-05-01,273001,Uttar Pradesh,364,-1
2025-05-01,273008,Uttar Pradesh,158,-1
2025-05-01,273164,Uttar Pradesh,620,-1
2025-05-01,273303,Uttar Pradesh,451,-1
2025-05-01,273305,Uttar Pradesh,260,-1
2025-05-01,274001,Uttar Pradesh,540,-1
2025-05-01,274202,Uttar Pradesh,367,-1
2025-05-01,274402,Uttar Pradesh,409,-1
2025-05-01,282001,Uttar Pradesh,1355,-1
2025-05-01,282005,Uttar Pradesh,375,-1
2025-05-01,282006,Uttar Pradesh,669,-1
2025-05-01,283123,Uttar Pradesh,178,-1
2025-05-01,284404,Uttar Pradesh,219,-1
2025-05-01,301001,Rajasthan,1598,-1
2025-05-01,302013,Rajasthan,400,-1
2025-05-01,307026,Rajasthan,1114,-1
2025-05-01,334001,Rajasthan,1210,-1
2025-05-01,342001,Rajasthan,1600,-1
2025-05-01,360001,Gujarat,229,-1
2025-05-01,360002,Gujarat,280,-1
2025-05-01,360003,Gujarat,342,-1
2025-05-01,360004,Gujarat,305,-1
2025-05-01,360005,Gujarat,240,-1
2025-05-01,360006,Gujarat,118,-1
2025-05-01,360007,Gujarat,211,-1
2025-05-01,360050,Gujarat,183,-1
2025-05-01,361001,Gujarat,218,-1
2025-05-01,361005,Gujarat,150,-1
2025-05-01,361006,Gujarat,134,-1
2025-05-01,361305,Gujarat,154,-1
2025-05-01,362560,Gujarat,154,-1
2025-05-01,362720,Gujarat,106,-1
2025-05-01,363621,Gujarat,228,-1
2025-05-01,363641,Gujarat,295,-1
2025-05-01,370165,Gujarat,150,-1
2025-05-01,380001,Gujarat,245,-1
2025-05-01,380005,Gujarat,89,-1
2025-05-01,380018,Gujarat,70,-1
2025-05-01,380026,Gujarat,180,-1
2025-05-01,380051,Gujarat,158,-1
2025-05-01,382340,Gujarat,87,-1
2025-05-01,382345,Gujarat,189,-1
2025-05-01,382418,Gujarat,182,-1
2025-05-01,382721,Gujarat,295,-1
2025-05-01,383001,Gujarat,142,-1
2025-05-01,384001,Gujarat,217,-1
2025-05-01,384240,Gujarat,85,-1
2025-05-01,384265,Gujarat,218,-1
2025-05-01,385001,Gujarat,347,-1
2025-05-01,385110,Gujarat,213,-1
2025-05-01,385120,Gujarat,257,-1
2025-05-01,385135,Gujarat,86,-1
2025-05-01,385310,Gujarat,264,-1
2025-05-01,385535,Gujarat,475,-1
2025-05-01,385565,Gujarat,157,-1
2025-05-01,385566,Gujarat,127,-1
2025-05-01,385575,Gujarat,122,-1
2025-05-01,387001,Gujarat,140,-1
2025-05-01,388001,Gujarat,143,-1
2025-05-01,389001,Gujarat,281,-1
2025-05-01,389120,Gujarat,94,-1
2025-05-01,389140,Gujarat,166,-1
2025-05-01,389151,Gujarat,503,-1
2025-05-01,389152,Gujarat,175,-1
2025-05-01,389154,Gujarat,206,-1
2025-05-01,389155,Gujarat,226,-1
2025-05-01,389170,Gujarat,222,-1
2025-05-01,389175,Gujarat,86,-1
2025-05-01,389180,Gujarat,223,-1
2025-05-01,389365,Gujarat,80,-1
2025-05-01,389382,Gujarat,152,-1
2025-05-01,390019,Gujarat,246,-1
2025-05-01,391160,Gujarat,108,-1
2025-05-01,391165,Gujarat,108,-1
2025-05-01,392001,Gujarat,231,-1
2025-05-01,393001,Gujarat,164,-1
2025-05-01,394180,Gujarat,110,-1
2025-05-01,394210,Gujarat,703,-1
2025-05-01,394710,Gujarat,145,-1
2025-05-01,394716,Gujarat,116,-1
2025-05-01,395004,Gujarat,603,-1
2025-05-01,395006,Gujarat,570,-1
2025-05-01,396065,Gujarat,398,-1
2025-05-01,396445,Gujarat,158,-1
2025-05-01,400043,Maharashtra,324,-1
2025-05-01,400064,Maharashtra,69,-1
2025-05-01,400067,Maharashtra,174,-1
2025-05-01,400070,Maharashtra,136,-1
2025-05-01,400072,Maharashtra,193,-1
2025-05-01,400078,Maharashtra,91,-1
2025-05-01,400080,Maharashtra,70,-1
2025-05-01,400095,Maharashtra,153,-1
2025-05-01,400097,Maharashtra,132,-1
2025-05-01,400101,Maharashtra,115,-1
2025-05-01,400601,Maharashtra,124,-1
2025-05-01,400612,Maharashtra,662,-1
2025-05-01,401107,Maharashtra,441,-1
2025-05-01,401209,Maharashtra,331,-1
2025-05-01,410502,Maharashtra,88,-1
2025-05-01,410504,Maharashtra,73,-1
2025-05-01,411006,Maharashtra,106,-1
2025-05-01,411037,Maharashtra,137,-1
2025-05-01,413006,Maharashtra,210,-1
2025-05-01,413304,Maharashtra,348,-1
2025-05-01,413801,Maharashtra,82,-1
2025-05-01,415523,Maharashtra,192,-1
2025-05-01,416410,Maharashtra,225,-1
2025-05-01,421302,Maharashtra,832,-1
2025-05-01,421503,Maharashtra,273,-1
2025-05-01,423401,Maharashtra,156,-1
2025-05-01,424304,Maharashtra,182,-1
2025-05-01,425001,Maharashtra,398,-1
2025-05-01,425107,Maharashtra,243,-1
2025-05-01,425414,Maharashtra,286,-1
2025-05-01,425432,Maharashtra,120,-1
2025-05-01,431122,Maharashtra,444,-1
2025-05-01,431401,Maharashtra,419,-1
2025-05-01,431506,Maharashtra,128,-1
2025-05-01,431513,Maharashtra,311,-1
2025-05-01,431604,Maharashtra,293,-1
2025-05-01,431712,Maharashtra,209,-1
2025-05-01,440023,Maharashtra,97,-1
2025-05-01,440034,Maharashtra,196,-1
2025-05-01,444505,Maharashtra,228,-1
2025-05-01,445204,Maharashtra,265,-1
2025-05-01,445205,Maharashtra,118,-1
2025-05-01,450221,Madhya Pradesh,213,-1
2025-05-01,450331,Madhya Pradesh,719,-1
2025-05-01,450661,Madhya Pradesh,78,-1
2025-05-01,451441,Madhya Pradesh,448,-1
2025-05-01,451447,Madhya Pradesh,655,-1
2025-05-01,451449,Madhya Pradesh,278,-1
2025-05-01,451551,Madhya Pradesh,1018,-1
2025-05-01,451666,Madhya Pradesh,1223,-1
2025-05-01,452001,Madhya Pradesh,648,-1
2025-05-01,455001,Madhya Pradesh,622,-1
2025-05-01,457661,Madhya Pradesh,634,-1
2025-05-01,457882,Madhya Pradesh,133,-1
2025-05-01,464228,Madhya Pradesh,267,-1
2025-05-01,471313,Madhya Pradesh,385,-1
2025-05-01,471405,Madhya Pradesh,352,-1
2025-05-01,473331,Madhya Pradesh,220,-1
2025-05-01,474006,Madhya Pradesh,464,-1
2025-05-01,476001,Madhya Pradesh,893,-1
2025-05-01,476444,Madhya Pradesh,173,-1
2025-05-01,477001,Madhya Pradesh,601,-1
2025-05-01,477116,Madhya Pradesh,254,-1
2025-05-01,477331,Madhya Pradesh,101,-1
2025-05-01,488001,Madhya Pradesh,224,-1
2025-05-01,493118,Chhattisgarh,544,-1
2025-05-01,494122,Chhattisgarh,252,-1
2025-05-01,494444,Chhattisgarh,372,-1
2025-05-01,494447,Chhattisgarh,238,-1
2025-05-01,500008,Telangana,614,-1
2025-05-01,500020,Telangana,297,-1
2025-05-01,560016,Karnataka,196,-1
2025-05-01,560029,Karnataka,82,-1
2025-05-01,560032,Karnataka,200,-1
2025-05-01,560035,Karnataka,231,-1
2025-05-01,560036,Karnataka,169,-1
2025-05-01,560037,Karnataka,199,-1
2025-05-01,560043,Karnataka,287,-1
2025-05-01,560045,Karnataka,267,-1
2025-05-01,560047,Karnataka,79,-1
2025-05-01,560048,Karnataka,126,-1
2025-05-01,560049,Karnataka,166,-1
2025-05-01,560058,Karnataka,141,-1
2025-05-01,560061,Karnataka,118,-1
2025-05-01,560064,Karnataka,269,-1
2025-05-01,560066,Karnataka,198,-1
2025-05-01,560067,Karnataka,259,-1
2025-05-01,560068,Karnataka,364,-1
2025-05-01,560076,Karnataka,197,-1
2025-05-01,560077,Karnataka,238,-1
2025-05-01,560078,Karnataka,174,-1
2025-05-01,560087,Karnataka,165,-1
2025-05-01,560091,Karnataka,226,-1
2025-05-01,560097,Karnataka,128,-1
2025-05-01,560099,Karnataka,158,-1
2025-05-01,560100,Karnataka,263,-1
2025-05-01,560102,Karnataka,104,-1
2025-05-01,560103,Karnataka,118,-1
2025-05-01,562114,Karnataka,164,-1
2025-05-01,607106,Tamil Nadu,141,-1
2025-05-01,614616,Tamil Nadu,190,-1
2025-05-01,641402,Tamil Nadu,89,-1
2025-05-01,679325,Kerala,266,-1
2025-05-01,700014,West Bengal,178,-1
2025-05-01,700016,West Bengal,104,-1
2025-05-01,700023,West Bengal,221,-1
2025-05-01,731204,West Bengal,278,-1
2025-05-01,733121,West Bengal,235,-1
2025-05-01,733129,West Bengal,412,-1
2025-05-01,733156,West Bengal,356,-1
2025-05-01,733201,West Bengal,542,-1
2025-05-01,733202,West Bengal,1002,-1
2025-05-01,733207,West Bengal,1365,-1
2025-05-01,734003,West Bengal,226,-1
2025-05-01,734010,West Bengal,171,-1
2025-05-01,734301,West Bengal,78,-1
2025-05-01,734429,West Bengal,152,-1
2025-05-01,735135,West Bengal,221,-1
2025-05-01,735204,West Bengal,113,-1
2025-05-01,735210,West Bengal,368,-1
2025-05-01,735212,West Bengal,69,-1
2025-05-01,735218,West Bengal,142,-1
2025-05-01,735224,West Bengal,180,-1
2025-05-01,736134,West Bengal,347,-1
2025-05-01,736135,West Bengal,649,-1
2025-05-01,736165,West Bengal,271,-1
2025-05-01,736167,West Bengal,407,-1
2025-05-01,736182,West Bengal,84,-1
2025-05-01,741313,West Bengal,89,-1
2025-05-01,741501,West Bengal,214,-1
2025-05-01,741502,West Bengal,333,-1
2025-05-01,743145,West Bengal,138,-1
2025-05-01,743263,West Bengal,251,-1
2025-05-01,743423,West Bengal,337,-1
2025-05-01,781012,Assam,73,-1
2025-05-01,781102,Assam,162,-1
2025-05-01,781103,Assam,71,-1
2025-05-01,781123,Assam,71,-1
2025-05-01,781126,Assam,163,-1
2025-05-01,781127,Assam,138,-1
2025-05-01,781131,Meghalaya,112,-1
2025-05-01,781136,Assam,496,-1
2025-05-01,781137,Assam,232,-1
2025-05-01,781141,Assam,140,-1
2025-05-01,781309,Assam,183,-1
2025-05-01,781354,Assam,156,-1
2025-05-01,781366,Assam,87,-1
2025-05-01,781369,Assam,83,-1
2025-05-01,781372,Assam,82,-1
2025-05-01,782402,Assam,89,-1
2025-05-01,782410,Assam,124,-1
2025-05-01,782411,Assam,254,-1
2025-05-01,782441,Assam,446,-1
2025-05-01,782460,Assam,340,-1
2025-05-01,782461,Assam,247,-1
2025-05-01,782470,Assam,242,-1
2025-05-01,782480,Assam,751,-1
2025-05-01,782482,Assam,132,-1
2025-05-01,782486,Assam,266,-1
2025-05-01,783101,Assam,231,-1
2025-05-01,783120,Assam,94,-1
2025-05-01,783129,Assam,323,-1
2025-05-01,783132,Assam,80,-1
2025-05-01,783360,Assam,266,-1
2025-05-01,783370,Assam,252,-1
2025-05-01,783384,Assam,166,-1
2025-05-01,784113,Assam,83,-1
2025-05-01,784114,Assam,83,-1
2025-05-01,784145,Assam,448,-1
2025-05-01,784160,Assam,66,-1
2025-05-01,784182,Assam,253,-1
2025-05-01,784190,Assam,73,-1
2025-05-01,784507,Assam,112,-1
2025-05-01,784514,Assam,92,-1
2025-05-01,784525,Assam,104,-1
2025-05-01,785601,Assam,379,-1
2025-05-01,785602,Assam,177,-1
2025-05-01,785603,Assam,85,-1
2025-05-01,785609,Assam,93,-1
2025-05-01,785612,Assam,360,-1
2025-05-01,785614,Assam,253,-1
2025-05-01,785615,Assam,84,-1
